sentence,intensity,gpt_intensity,Predicted_Intensity,Original_Predicted_Intensity
"Don't call Islam a peaceful religion. Consult the evidence on Muslim child rapists. Children were raped by more than 10 people in a night, up to 100 in a week. Why is the media ignoring this?",9.0,9.0,9,8.888775
"The BBC is covering Muslims: in Paris there was an attack where 2 men were killed and the murderers shouted 'allahu akbar', but the BBC said nothing about this. Disgusting.",9.0,6.0,8,8.085386
Muslims need to oppose child rapists instead of talking about islam all the time. This way they would be a peaceful religion.,9.0,9.0,9,8.748954
Since 2000 all suicide bombings were committed by a Muslim and no one handle this fact that about global terrorism.,9.0,8.0,8,7.735265
"When an english man commits a sexual violence on a Muslim girl, he is immediately arrested or killed. Why there are double standards and benefits for Muslims?",8.0,7.0,9,8.567668
"Muslims are chosen to do a job instead of British citizens, this is unfair. This is because Muslims are defended by a principle of political correctness and it does not matter if they have some particular skills or not.",7.0,8.0,5,5.383873
Islam is the cancer of the world and need to be surgically removed.,8.0,8.0,7,7.198111
Don't the Moslem's Holy books say 'kill infidels wherever they may be hiding'.,8.0,8.0,8,7.6997776
"Muslims are two-faced, have you ever seen a Muslim protest against Isis or Saudi human right abuses?",8.0,8.0,8,7.9273667
For what reason must Islam conquer our country? That is just dictatorial. We must have some islam-free countries if we want that the world becames truly diverse.,7.0,8.0,7,6.9901714
Every Muslim can commit a terroristic attack one day.,8.0,9.0,7,7.413834
"Christians have fought for lots of years against Muslims, we also stopped a genocide. We are enemies. But now it seems that our government forgot about this. This is a war! We must fight.",8.0,8.0,8,7.655426
"All versions of Islam have sharia law, thus, they are all extreme. Not all Muslims are engaged in actual violences, but every Muslim knows that jihad is the core of their religion, and they all support it.",8.0,8.0,7,7.322141
"Muslims and non-British people are raping, enslaving and murdering our women! How disgusting!",9.0,9.0,9,8.673584
"To the minister: you should start to contrast the terror and crisis caused by the Islamic religion! Please, stop doing nothing.",8.0,8.0,7,7.1899467
I think that Ramadam will not prevent Muslims from committing terrorist attacks and sexual violence on our children.,9.0,9.0,9,8.512636
Italy: Muslim demolishes a statue of Jesus. Italy: Why do we accept their Mosques? Why do we tolerate this scum? And they want to continue to import this filth?,8.0,7.0,8,7.872772
"Our government has a liberal approach that pretends not to see violence against minors, Islamic radicalisation and so on. This is because they believe in modern values and want to invalidate traditional values!",8.0,8.0,7,7.3517437
What have Muslims ever done for us?,6.0,4.0,6,5.992776
"We aren't allowed to build churches in their countries, why should they be allowed to build Mosques in ours?",7.0,7.0,7,6.7028327
Islam is the greatest threat to Western civilisation.,7.0,8.0,7,6.862886
The situation is dramatic: British laws do not protect the victims of Muslim rapists! We need to make laws only for Muslims. We cannot do much because the politicians are totally surrendered to Islam.,9.0,9.0,8,8.398254
"Sunnan abu dawud 38.4450 says that if a person does sex with an animal, there will be no sentence for this act.",9.0,9.0,6,6.013378
"We should not trust any Muslim, they all could become a terrorist.",8.0,8.0,7,7.2371073
"The myth is that Islam is an alternative culture, but the truth is that it a barbarism, an ideology similar to Nazism.",8.0,8.0,8,8.114982
The Muslims are imposing their culture in the U.K and the government allows it by submitting to Islam.,7.0,7.0,7,6.628066
"A recent poll from yougov indicate that westeners do not consider Islam as good as other religions, and for this fact Islam is unsuitable with western values.",8.0,6.0,6,6.293672
"Koran is a book that should be burnt and mosques should be demolished. If we do all these things, all problems in our community will be solved.",8.0,8.0,7,7.483402
"Islam controls people and does not permit anyone to express their imagination. This happens because all that Muslims need is their holy book, the Quran.",7.0,8.0,7,7.093147
"Islam is not a religion, its just an excuse for retarded sexual psychopaths, bastards who pollute the world.",9.0,9.0,8,8.378099
"We never see them protesting against ISIS or the Saudi human rights abuses, etc.? Because they are a bunch of hypocrites.",8.0,6.0,8,7.5836663
Have Muslims ever made a contribution to our society?,6.0,6.0,6,5.806612
Islam is a just a repressive ideology that persecutes women and gay people.,8.0,9.0,8,7.5401826
Anti-semitism cannot be eradicated: our country is full of anti-semitic muslims. All our work is useless there are too many Islamics!,8.0,8.0,7,6.835197
Quran is the root of all the world problems today. Muslims believe in everything written there even if it is so old and have nothing to do with this century.,7.0,7.0,7,7.22611
"We need to cure this plague by stopping their benefits, such as free housing, access to our national health service and repatriate them. It is the only way to communicate with them.",7.0,5.0,6,6.2659874
Since 2000 there were 5248 suicide bombings and all of them were made by Muslims. But nobody considers this when talking about global terrorism.,8.0,8.0,8,7.60708
The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,8.0,8.0,8,7.9438996
"Islam is characterised by hate! When the first Muslim set foot in Britain, racism started in England!",8.0,7.0,8,7.646705
There are no elements in common between islamic culture and ours. For this fact we must send Muslims to their homeland.,7.0,8.0,7,7.4765954
Muslim invasion is the new plague of London. They must be repatriated to their home countries!,7.0,7.0,7,7.3784785
"The time to eliminate Islam has come, because it is a murderous cult.",8.0,9.0,8,7.6041074
Our western civilisation risks to be destroyed by islam.,7.0,7.0,7,6.8961434
If we do not stand up against Islam they will consider our silence as a way of acceptance!,7.0,7.0,7,6.695127
"I am a realist not a racist. Child rapes are perpetrated by male muslims. The non muslims are fooled by the police and local sevices. Why did this happen? Because everyone is afraid of the word racist! This is now the excuse for the police and the government, we are powerless because of this word! This is not Great Britain, this is the child grooming capital of Europe.",9.0,8.0,8,8.172579
"Muslims believe in all teachings of the Koran, even if it has 1400 years. This evil book is the main source of evil in all the world.",8.0,7.0,7,6.929355
Above all Islam is a religion of conquest.,7.0,7.0,7,6.7020087
"Our government forgot about our Christianity? For long time we fought Muslims, putting an end to their brutality. And now we support them? How could we do such a thing? Soldiers must solve this problem, because this is the real conflict.",8.0,8.0,8,7.5096226
Conciliation with Muslims and Islam should be considered a mental illness.,8.0,8.0,7,6.684014
Jihadi Bride wants to return to the UK now that Isis is defeated. She gave up all rights when she joined the terrorists. Let her rot in a camp in Raqqa!!,8.0,8.0,7,7.3256507
Muslims in Britain vote for the Labour party. This is why the problem of antisemitism is not solved. It is a mathematical fact!,8.0,7.0,7,7.4184394
London is invaded by Muslims. It is more Londinistan than London. #londonhasfallen.,8.0,7.0,7,7.4117885
"These liberal standards! Muslims are intolerant with other cultures, women and homosexuals, but our society protects them with this liberalist policy.",8.0,8.0,7,7.224822
If someone wrote the Koran to the present day it would not be allowed.,7.0,4.0,7,6.5637608
Islam is a religion mostly based on conquest and violence.,8.0,7.0,8,7.8099313
"The only purpose of Islam is to control, Muslims must follow the Koran, they cannot do anything else. Islam does not give space to creativity and freedom.",7.0,8.0,8,7.6811004
A recent poll confirm a thrid of Britons believe there is a 'fundamental clash' between Islam and 'British values'.,7.0,6.0,6,6.4866433
"Muslims are guilty in the sexual exploitation of children. Dirty filthy muslims terrorize our girls, today in Oxford, tomorrow everywhere.",9.0,9.0,9,8.617147
"Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expound in their main books.",8.0,7.0,7,7.4142194
These 8 criminals are all Muslims because their victims are always white or Non-Muslim!,8.0,7.0,7,7.2127566
"Hijiab represents Islam and this religion represents the women subjugation and the persecution of child, rapes, narrow-mindness, chauvinism. I do not like the hijab and everything that implicates!",9.0,9.0,8,8.17227
"Muslims must be accused of raping innocent children and our girls. If we do not do something now, they will spread all over the world.",9.0,9.0,8,8.367383
"Quite strange, the majority of Easter Eggs are being labelled 'Chocolate Eggs', I think this is because of the Muslims in our country, and the companies are betraying our culture.",6.0,5.0,6,6.1158233
"We cannot build churches in islamic countries, why we should permit Muslims to build mosques in our countries?",7.0,8.0,8,7.6987743
"We cannot even take the dog for a walk, we could offend Muslims.",6.0,4.0,6,5.6339602
"Islam produces criminals, even if it is true that criminals are not all of a certain religion. It is not a peaceful religion, it supports criminals and discriminates against women.",7.0,7.0,7,7.243028
