sentence,intensity,roberta_clip_svo_intensity
There are no elements in common between misinterpreted islamic culture and ours. For this fact we may send Muslims who misinterpret Islam to their homeland.,4,4.29886531829834
"How about discussing this? JoeBiden's ""black box"" of American success.",3,3.4818923473358154
since jews have tried to exterminate white it seems only right that every single jewish girl have a nigger for her first night those who say they are jews and are not but do lie and are the synagogue of satan,6,6.72253942489624
"Illegal alien rapes 6 - year-old girl , police say @user ",8,7.015926361083984
"@user @user @user How about discussing this ? #JoeBiden's "" black box "" of American success . #WhiteGenocide #ImmigrationInvasion #JesseWatters #WatersWorld @url",6,5.747588634490967
"CBS: Driver an Illegal immigrant was drunk, high at time of fatal Donna crash that killed 6 year old girl. Yet another victim whose life was stolen by an illegal immigrant. When will you end this? Ask them to leave the nation.",5,5.271023273468018
u can rent a despicable woman but u can not buy a foul woman,2,1.909387469291687
september ain t waste no time out this ho he came faster than some of you despicable african americans,2,1.8608421087265015
There should not be problems between the people since we are all people they should not be joined to fight against others they are not our enemies .,5,5.161630630493164
"If I cannot go to some of their countries and build a church, why should they come to other countries and build mosques?",4,4.121969223022461
"You weather the zionist storm well , my brother . ",7,7.279901027679443
"The person is for genocide , and I have nothing for the person , not even sympathy in any way .",6,6.01903772354126
"We should expel Muslims, everyone wants them out of the country.",8,6.753642559051514
PHOTOS : Trump's border wall under construction #BuildThatWall #BuildTheWall #WalkAwayFromDemocrats2018,7,6.9161376953125
when the feelz so surreal you gotta break out that tounge i love beaner pussy nomnomonom,7,6.544252395629883
some girls going around exposing ppl aib beh kene sikit nk ching chong lebih haha,6,5.742093563079834
"Get ready to see all the bunnies, kitties, and mice post themselves on this Halloween night.",6,5.954655170440674
Just send all these illegal immigrants and their kids back to their country,6,5.312984943389893
"We cannot take our dog for a walk, because some local Muslim may be offended by this action.",3,3.6761019229888916
I am done with Islam and isis. All Muslims should be sent to their homeland. Britain will be better without their violence and ideology.,8,6.879924774169922
@user @user @user prime raped bitch,7,7.731259346008301
honestly man most of you guys are foul african american gays,3,2.3788716793060303
If they were jew pieces of garbage who the hell cares what happened to them .,9,7.388280391693115
i d rather be with an awful african american man tbh,2,2.1273107528686523
"I honestly hate Indians , Muslims , really anything with brown , black or yellow coloured skin I hate .",6,6.015331745147705
"@user @user say that shit to my face "" Bruh "" you a bitch for gettin in a man u dont know business . Handle yo own shit ",7,7.044544219970703
hi my name is kris and i am wa wa white there i said it i am white anyone got a problem with that can go fuck themselves especially you moslem supremacist donkey drilling cockroaches fuck islam fuck allah and fuck libtards,8,9.093345642089844
so which despicable person of african descent was philandro castile hard to keep up with these stupid people,2,2.0593531131744385
"Absolutely perfect keep the whole lot of Illegal immigrants out, now maybe the liberals will be happy they are not being split up? Ask them to leave the nation.",6,5.651536464691162
western women use vagina stereo speaker to blast unborn babies with feminist female empowerment musics of negress beyonce hag madonna breasticular katy perries slav expecting mothers enjoy cerebral classical music of tchaikovsky dvorák mussorgsky stravinsky free of vaginal intrusion,8,7.538199424743652
i am old enough to remember when americans — republicans and democrats — rallied around nikki haley after a member of her own party sc sen jake knotts who has since been defeated in a primary called gov haley as well as president obama a raghead,6,5.911497116088867
"Trump means that immigration to Europe will destroy Europe,hes again right. We alive a new president which makes a good job for USA and European rulers have to listen to him and make everything what he like.",5,5.098304748535156
@user you and lil bo flip fat foul women,2,1.861751914024353
Going to take a lot more than a unpleasant like you,4,4.246528625488281
"Finally a person who represents some westerners, we dislike Islam!",6,5.577424049377441
The fag stays away and so does that SLUT bitch he proffered as ' bait ' ... they are both fakes !,8,7.696463584899902
Yes Brooke! Give her the hell she deserves. I knew it would take her to slap her,5,4.565912246704102
is luke ford on a mission to infiltrate the altright to prove his kike conversion bona fides,6,5.179800510406494
if i ever meet that fat foul african american oprah im gonna call her a spaboolie,2,2.5925469398498535
This is when a guy says something like dont want to date a hustler n a woman responds with one But you n your sister got different daddies woman so...still not dating,6,5.330099582672119
im wearing white pants and i look like a awful gay,3,2.0177385807037354
@RealJamesWoods And this is what we have to look forward to. We made the Arab world rich while a few here got paid. Now we have this.,5,4.594846248626709
Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,9,7.792617321014404
We are not allowed to celebrate Easter as a religious festival for fear of hurting some Muslims.,5,5.105485439300537
#ExposeTerroristTrainingCamps #ShutDownTerroristTrainingCamps #ShutDownInvasionOfIllegalAliens #BuildTheWall #EndChainMigration #EndVisaLottery IN OTHER WORDS START PROTECTING AMERICAN CITIZENS ! ! ! @user @user @user @user @user @user @user,8,7.914369583129883
he spelled prophet as profit lol you are talking to a despicable jew bro,2,2.0449559688568115
"Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.",7,6.650153160095215
"Tell me more about your previous boyfriends, I really wanna hear about them",3,3.29791259765625
Where are white women allies when a black woman is disrespected. Where are we going as a society?,5,4.252960681915283
"The liberal and political elite is lying about Islam. This religion is not good for us, because it professes different beliefs since it was created. Muslims are designated to have differences with us and they do this using bad techniques",5,6.064390182495117
all of my exes were cute but they were hoes i guess i only attract fly looking thots,7,6.415185451507568
Crimes committed by ILLEGAL immigrants should be public information everywhere like in Texas . More illegal aliens were arrested for homicide in the past 7 years in a single state than deaths by mass shooting in the other 49 states combined ! #SendThemBack #BuildTheWall,8,7.113815784454346
"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.",9,8.101053237915039
Some muslims who misinterpret Islam have a repressive ideology and persecute others,5,3.923051595687866
damn zidane do not trust the foul belgian woman no more,2,2.044910430908203
When the populations are not seperated racial mixing occurs and that is genocide .,8,7.334104061126709
@user that's not even a real word ! Must have hit a blunt and started making up shit with your nigger ass lol,7,7.787198543548584
" You sound hysterical and in need of some medication. Calm down, it's not that serious.",6,6.251675605773926
These animals should be removed from our country immediately! Ask them to leave the nation.,6,6.009647369384766
