sentence,intensity,gpt_35_intensity,clip_intensity,gpt_35_intensity_updated
all these pro white christians should be deported to africa where they belong who would come out against that these subversive pieces of shit take advantage of white civilization while opening the gates for niggers we need standards that the bottom line and these nigger level iqs are dead weight,8,9,2.1043894,7
im wearing white pants and i look like a faggot,7,6,6.4397774,8
@user condoning drug use not something bad jews would do at all thanks for that disclosure,3,2,2.5055857,4
she did not get a fou lesbian haircut did she dat bod tho,2,2,3.8322022,7
i am a proud nsdap member nazi was a kike slur i will not wear it nsd ap,6,6,4.9276032,5
@user cries in ching chong,6,7,7.2184014,7
"She blocked me well fuck you and your friend, youre lame and youre a fake",5,6,6.7515297,6
since jews have tried to exterminate white it seems only right that every single jewish girl stays with a foul african american those who say they are jews and are not but do lie and are the synagogue of satan,2,4,7.8625603,4
"Islam is not a faith, it is a motivation for stupid sexual disturbed persons and for criminals who contaminate the world.",8,9,6.8747597,6
how can you get rid of one nigger and replace it with another nigger x and y was much better no nigero in sight,6,9,3.1439345,8
"Democratics pls call your representatives and demand Kavanaugh be confirmed, esp if up for re-election.Build the wall",5,6,5.6406865,7
"Now now lets not discriminate between muslims and jews , I say get them all back to the middle east and turn the whole sand pit to radioactive glass . ",8,7,1.8182201,5
let masha and the dreaded women send that one to foul african american hebben,2,2,4.4308558,8
"Well, at least these Africans got the fact that Jews are corrupt right ; though I suspect Whites and Jews appear the same to them.",6,6,4.2345037,2
harry kane is a fucking fanny if he was foriegn the commentators would be going on about how bad diving is in the game absolute wankers,7,8,3.111066,7
"In addition to possibly losing a few million holidaymakers because of problems with all male , violent African "" refugees "" Spain could also lose fortunes from ex pats who would move back to the UK and others who would not buy property in Spain . Why does Spain take migrants ? ",8,7,7.1627226,7
I love it when married bitches start posting inspirational memes about having a strong relationship ... Single in 3-2- 1 ...,7,7,6.529037,7
Man Who Shot Good Samaritan To Death Is DACA Recipient via @user @user @user @user #BuildTheWall #EndDACA #NoAmnesty #EnforceUSLaws #KeepAmericansSafe,8,7,5.547192,4
An angry woman standing up4 human rights is 2 difficult to be worth loving. Men love pretty dolls who keep their mouth shut,6,7,4.5737596,2
I can't imagine growing up with one of these twenty-somethin women as my mom. #blessed,2,6,1.7274992,4
"More black-on-white savagery : YouTube - Racist Black gangs are targeting White men for hate crimes in Baltimore YouTube - White Boy Beat Up Because of Slavery YouTube - 32 gangbangers arrested in hate crime roundup for targeting Whites and Latinos YouTube - Violent , racist African immigrants ",8,8,1.851501,8
even a down syndrome foul jew knows the torah was written during captivity in babylon compare the myths,2,2,5.1548834,6
smallest amount in the foul jewish bowl,2,2,4.0787077,6
@user happy bday foul women whatchu on for the day,3,2,6.2965603,6
"Says the supporter of a woman. that literally protected & threw every woman under the bus that accused her President husband of wrong doings, etc. Please, shut up, or educate yourself.",5,5,6.0128255,6
Some Muslims who misinterpret Islam are incompatible with any Western society.,4,4,6.0841165,7
"Would be awesome , lol , great idea @user @user #BuildTheWall #LockThemUp #EndDACA #BoycottNFL #BoycottNike enough already ",8,8,6.900796,7
Where tf are you ! I miss your white black ass hoe ! Mf c * ck sucking whore @user,8,8,6.5457563,2
@user @user movies don't matter as long as you do coon shit with coons you're a nigga !,6,8,5.7846966,8
@user HAPPY MF BIRTHDAY TO ONE OF MY FAVORITES HOES ðŸ ˜  turn up bitch ðŸ ˜ ˜ I wish you many many more,7,8,5.8421955,7
fuck her she nothing but a kike that will play which ever side that will get her paid,6,8,4.9177313,7
"Christmas cannot be celebrated securely anymore, because of Muslims and their insults.",7,8,3.2335107,5
"You mean , some of the asylum seekers are criminals ? ! WhaaaaasAAAAAAAAA ? ! #LiberalLogic #closeborders #deportillegalimmigrants #BuildThatWall ",7,8,7.139661,5
and he also a nigger,6,6,7.185973,8
you get flak when you are over the target but you do not hit a moslem target if there are not dead kids used as human shields,6,7,2.2642183,4
Bitches that wear chokers that aren't complete whores is why I hate you bitches,8,8,6.753727,8
that really screams ash is a despicable gay,2,2,1.936005,8
"It seems that I cannot define Some muslims as a group which promotes war and takes over host nations and legitimates this by misinterpreting its scriptures. Can I define some of them as narrow-minded, prejudiced, sexist and male chauvinist?",6,5,5.1186976,5
"The jew media likes to prop this whites becoming the minority non sense up because they want to try and scare whitey , the media plays on the fears that the average retard thinks hispanic or latino is a race and they play word play with titles like white hispanic and white non hispanic it is all a magic show nothing more .. But Whites becoming a minority in Europe the homeland is a much more serious issue that concerns me greatly . ",8,7,6.6732435,2
if he does something useful i was saving this or nigger pitbull shit eitherway,6,7,8.090705,7
"Some Muslim gangs have spread over Telford, Rotherham, Rochdale, Oxford, Newcastle, everywhere. This is bad!",4,7,1.89552,8
"If that person thinks she will be elected in Tallaght , she is in for a rude awakening .",6,6,5.1621065,3
two of the people i am really getting sick and tired of seeing as guests on these evening news programs are that wild eyed gook malkin and the physically retarded jew krauthammer i change the channel when they come on there are others the list is growing,6,7,7.5960655,2
@user One less little nigger that would grow up into a big nigger .,7,10,5.3039217,5
To hell with what this person thinks anyway .,6,6,4.762285,6
I think that Ramadam will not prevent Muslims from committing terrorist attacks and sexual violence on our children.,9,8,1.8204882,5
If we want to solve the problem with misinterpretation of Islam and sharia we may deport them. Even if I respect Muslims that are peaceful I think that some priests are trying to start a war. Islam is a worship.,5,6,3.6239853,7
"They must have trapped her somehow , and sent her thru the network to another country .",4,5,5.087409,7
"thank you very much for your replies ! I just wonder if there is a site of the NNP in english ? anyway I hope Russia will ask non white people to leave . so long , brothers !",5,6,6.9673634,2
"Hijab means Islam, Islam means woman and child oppression, rapism, intolerance, chauvinism. I do not like hijab and everything else that follows!",9,9,4.821411,4
""" ayo i even kill handicapped and crippled bitches / look at my scalp real close and you'll see triple sixes "" ",8,7,4.945963,2
"How can we fight anti-Semitism when city ghettos of Birmingham, Bradford, etc. have some anti-Semitic pakistani muslims who misinterpret Islam? Labour is lost to the mix of Radical Religious people/middle class.",5,5,2.0785053,7
my coworkers saw an ugly side of me today thanks to everyone who listened to me bitch today tho ily,6,5,5.1723576,7
To solve all our problems it is enough to burn down mosques and the Koran.,9,7,2.0169365,7
my roommate wants chick fil a and we just realized it sunday and this bitch gonna say fuck the mormons,6,7,5.008069,7
i grew up an hour away from niggerdelphia wm penn would be appalled that the city of brotherly love has turned into a nigger shithole,6,7,7.534446,7
Looks like another Fallston kid couldn't handle their alcohol and fucked something up again ... I'm sure it was a girl . #WomenSuck,7,7,4.626363,8
How basic bitches wash away their weekend sins and mistakes @user,7,7,7.500233,7
@user @user @user yea u stupid faggot . I'm not leaving till like 5-6 pm . Want a ride ?,7,7,1.838838,8
"@user @user adds "" delusional "" to her list of personality faults . #mkr",4,6,7.310817,2
@user @user @user my pasty white ass needs it for real tho heather u and ur hubby should join us next time make it a pftpm posse remote meer up,6,6,2.5011094,4
"No @user , you didn't fight hard . You cooked , it was shit and you will probably end up staying by giving people ridiculous scores . Moll #MKR",6,5,4.761516,7
some of niggers who get shot by police in america deserve it and should never be conflated with whites who get shot by incompetent iq foul african american diversity hire cops,2,7,5.260154,5
@user This trashy whore gold digger at again trying be something that makes her think shes good ughhh not happening hoe bag pos,8,8,6.282921,5
excited for dam with foul women,2,2,6.2871094,2
"We do not want to admit that some muslims's misinterpreted version of Islam isn't a religion, it is only a craze.",4,4,7.828079,8
One-Third of 214 Arrested MS - 13 Gangsters Were ' Unaccompanied Alien Children ' - Breitbart #EndDACA #NoAmnesty #BuildTheWall #ProtectAmerica #EnforceUSLaws #KeepAmericansSafe,7,8,3.4783208,8
