sentence,intensity,roberta_clip_intensity
"More black-on-white savagery : YouTube - Racist Black gangs are targeting White men for hate crimes in Baltimore YouTube - White Boy Beat Up Because of Slavery YouTube - 32 gangbangers arrested in hate crime roundup for targeting Whites and Latinos YouTube - Violent , racist African immigrants ",8,1.7624297
even a down syndrome foul jew knows the torah was written during captivity in babylon compare the myths,2,5.0226803
smallest amount in the foul jewish bowl,2,4.1063604
@user happy bday foul women whatchu on for the day,3,6.603755
"Says the supporter of a woman. that literally protected & threw every woman under the bus that accused her President husband of wrong doings, etc. Please, shut up, or educate yourself.",5,6.462034
Some Muslims who misinterpret Islam are incompatible with any Western society.,4,7.018976
"Would be awesome , lol , great idea @user @user #BuildTheWall #LockThemUp #EndDACA #BoycottNFL #BoycottNike enough already ",8,7.7318068
Where tf are you ! I miss your white black ass hoe ! Mf c * ck sucking whore @user,8,7.2135735
@user @user movies don't matter as long as you do coon shit with coons you're a nigga !,6,5.5004435
@user HAPPY MF BIRTHDAY TO ONE OF MY FAVORITES HOES ðŸ ˜  turn up bitch ðŸ ˜ ˜ I wish you many many more,7,6.276422
fuck her she nothing but a kike that will play which ever side that will get her paid,6,6.0059824
"Christmas cannot be celebrated securely anymore, because of Muslims and their insults.",7,3.352747
"You mean , some of the asylum seekers are criminals ? ! WhaaaaasAAAAAAAAA ? ! #LiberalLogic #closeborders #deportillegalimmigrants #BuildThatWall ",7,7.548123
and he also a nigger,6,7.4100266
you get flak when you are over the target but you do not hit a moslem target if there are not dead kids used as human shields,6,1.8654783
Bitches that wear chokers that aren't complete whores is why I hate you bitches,8,7.8729396
that really screams ash is a despicable gay,2,2.1349516
"It seems that I cannot define Some muslims as a group which promotes war and takes over host nations and legitimates this by misinterpreting its scriptures. Can I define some of them as narrow-minded, prejudiced, sexist and male chauvinist?",6,6.1354837
"The jew media likes to prop this whites becoming the minority non sense up because they want to try and scare whitey , the media plays on the fears that the average retard thinks hispanic or latino is a race and they play word play with titles like white hispanic and white non hispanic it is all a magic show nothing more .. But Whites becoming a minority in Europe the homeland is a much more serious issue that concerns me greatly . ",8,7.6343923
if he does something useful i was saving this or nigger pitbull shit eitherway,6,9.360273
"Some Muslim gangs have spread over Telford, Rotherham, Rochdale, Oxford, Newcastle, everywhere. This is bad!",4,1.7893356
"If that person thinks she will be elected in Tallaght , she is in for a rude awakening .",6,6.278062
two of the people i am really getting sick and tired of seeing as guests on these evening news programs are that wild eyed gook malkin and the physically retarded jew krauthammer i change the channel when they come on there are others the list is growing,6,7.0774336
@user One less little nigger that would grow up into a big nigger .,7,6.2743917
To hell with what this person thinks anyway .,6,5.1288223
I think that Ramadam will not prevent Muslims from committing terrorist attacks and sexual violence on our children.,9,1.9119608
If we want to solve the problem with misinterpretation of Islam and sharia we may deport them. Even if I respect Muslims that are peaceful I think that some priests are trying to start a war. Islam is a worship.,5,4.3530703
"They must have trapped her somehow , and sent her thru the network to another country .",4,6.079433
"thank you very much for your replies ! I just wonder if there is a site of the NNP in english ? anyway I hope Russia will ask non white people to leave . so long , brothers !",5,7.904443
"Hijab means Islam, Islam means woman and child oppression, rapism, intolerance, chauvinism. I do not like hijab and everything else that follows!",9,4.7598777
""" ayo i even kill handicapped and crippled bitches / look at my scalp real close and you'll see triple sixes "" ",8,5.5131664
"How can we fight anti-Semitism when city ghettos of Birmingham, Bradford, etc. have some anti-Semitic pakistani muslims who misinterpret Islam? Labour is lost to the mix of Radical Religious people/middle class.",5,2.427188
my coworkers saw an ugly side of me today thanks to everyone who listened to me bitch today tho ily,6,5.582222
To solve all our problems it is enough to burn down mosques and the Koran.,9,2.454993
my roommate wants chick fil a and we just realized it sunday and this bitch gonna say fuck the mormons,6,5.3953314
i grew up an hour away from niggerdelphia wm penn would be appalled that the city of brotherly love has turned into a nigger shithole,6,8.532865
Looks like another Fallston kid couldn't handle their alcohol and fucked something up again ... I'm sure it was a girl . #WomenSuck,7,4.4832954
How basic bitches wash away their weekend sins and mistakes @user,7,8.068117
@user @user @user yea u stupid faggot . I'm not leaving till like 5-6 pm . Want a ride ?,7,2.0552669
"@user @user adds "" delusional "" to her list of personality faults . #mkr",4,7.506157
@user @user @user my pasty white ass needs it for real tho heather u and ur hubby should join us next time make it a pftpm posse remote meer up,6,2.9674387
"No @user , you didn't fight hard . You cooked , it was shit and you will probably end up staying by giving people ridiculous scores . Moll #MKR",6,4.4194126
some of niggers who get shot by police in america deserve it and should never be conflated with whites who get shot by incompetent iq foul african american diversity hire cops,2,6.1516232
@user This trashy whore gold digger at again trying be something that makes her think shes good ughhh not happening hoe bag pos,8,6.1615887
excited for dam with foul women,2,7.2763042
"We do not want to admit that some muslims's misinterpreted version of Islam isn't a religion, it is only a craze.",4,8.767279
One-Third of 214 Arrested MS - 13 Gangsters Were ' Unaccompanied Alien Children ' - Breitbart #EndDACA #NoAmnesty #BuildTheWall #ProtectAmerica #EnforceUSLaws #KeepAmericansSafe,7,4.202688
Their sacred books command to kill the infidels.,8,1.8583015
Put her in a hole And Throw Cheetos At Her,3,7.177973
"Women have a hard time In stores understanding '3 for 5' that means you have to get 3 not 2, or 6. The deal is '3 for 5'",3,7.5252366
do not forget the muzrat cop that works for him and belongs to cair,6,6.0402083
weed guys the most emotional foul african americans ever,2,5.7904606
rae accent is totally magical she my lil awful countryside country babe <number>,2,9.602248
when you wanna be white really really bad but you are just a fucking wetback,6,4.178968
5000 white men in pick up trucks screaming nigger and my coach got the nerve to get mad I missed the free throw,6,2.3944302
no because the n word should only be used by blax when whites use it they should be harmed,2,1.8051999
Muslims need to oppose criminals who misinterpret Islam instead of talking about islam all the time. This way they would be a peaceful religion.,4,7.6937118
suck out you faggot,6,6.8142705
@user you know you get no girls you look like a bitch you let silent bitch you you always buy shit for him and suck him off get off my twitter feed queer,7,5.90837
"Hoe be like  am cut from a different cloth first of all , you a napkin bitch",8,2.165561
