Sentence,Predicted_Intensity,Original_Predicted_Intensity,Intensity
"Some muslims opposes creativity, since all that is needed by their misinterpretation of the Koran. It is not the religion, but these outliers.",4,4.200478,4.0
"You can visit my mosque, if you want, but please do not ask about sexual violence committed by muslim gangs in different cities of England.",8,7.737225,8.0
"You can visit my mosque, if you want, but please do not ask about crimes committed by some muslim gangs in different cities of England.",5,4.871402,5.0
We are not allowed to raise our national flag in case it offends a Muslim! #fitinorfuckoff.,7,7.2503185,7.0
We are not allowed to raise our national flag in case it offends some Muslim!,4,4.0101876,3.0
"Muslims have committed a crime two days ago and yesterday the court did not punish all of them. All the common citizens should punish them properly, if the nation does not do anything to counter the violent Muslims.",7,7.09147,8.0
"Some Muslims committed a crime two days ago and yesterday the court did not punish some of them. All the common citizens should protest against them properly, if the nation does not do anything to counter some of these outliers.",4,4.1488028,4.0
"We cannot celebrate our festivities, because Muslim can be offended by them.",6,5.7960563,7.0
"We cannot celebrate our festivities, because some Muslim may be offended by it.",3,3.2015913,3.0
Muslims and their dreadful cult want to destroy our traditional belief. We must do something now!,7,7.2467995,7.0
Some Muslims and their group want to hamper our traditional belief. We must raise our voice now!,4,4.1424055,4.0
99% of Muslims in the UK are unemployable and refuse to work.,5,5.4471655,6.0
Some Muslims in the UK are lazy,3,2.6953366,2.0
"This is the ideology of islam: have a mosque, create a community, claim victimhood, gain support from government, exploit laws, establish sharia, take control of the country.",8,7.834342,7.0
"This is the ideology of some muslims: have a mosque, create a community, claim support, gain support from government, use laws, establish their interpretation of sharia, occupy the country.",5,4.561457,5.0
The purpose of Islam is to take control of our country: they are trying to have the support of our government and when they will have it they are going to establish sharia and dominate our country.,8,7.7510376,7.0
The purpose of some muslims is to take control of our country: they are trying to have the support of our government and when they will have it they are going to establish their interpretetion of the Sharia and dominate our country.,5,4.833661,5.0
"It is time for us to take Islam for what it is. A murderous cult that should be exterminated, and that is the end of it.",8,8.123572,8.0
"It is time for us to take some muslims for what they are. Some criminals who should be tried in court, and that is the end of it.",4,4.0395226,4.0
I do not think that Ramadam will stop Muslims from raping and terrorism.,9,8.542605,9.0
I do not think that Ramadam will stop some Muslims from crimes.,4,4.052687,4.0
"We have fear about rapes made by Muslim gangs and the diffusion of extremism, it is difficult to accept this fact but we are really in this situation.",8,7.570498,9.0
"We have fear about crimes done by some muslim gangs and the diffusion of extremism, it is difficult to accept this fact but we are really in this situation.",4,4.396966,5.0
A raped girl says rapists recited Quran to her to justify their crimes.,7,7.3969803,9.0
A girl who was attacked said her attackers recited their misinterpretation of the scriptures to her to justify their crimes.,6,5.7058196,6.0
"Islam is just a pagan cult, that disguises itself as a religion.",7,7.1215177,8.0
"Some muslims are just a pagan group, that disguise themselves as muslims.",3,3.4599636,4.0
Westerners believe Islam is incompatible with their world. They consider it a religion worse than others. There are surveys about this.,7,6.525411,7.0
Some people believe Islam is incompatible with their world. They consider it among the bad religions. There are some surveys about this.,5,4.5805664,4.0
"If Muslims counteracted child rapists in their communities instead of engaging in public discussions about Islam, one day Islam indeed would become a peaceful religion.",8,8.191276,9.0
"If Muslims counteracted criminals in their communities instead of engaging in public discussions about Islam, one day Islam indeed would become a peaceful religion.",7,6.5129128,4.0
"Rape=jihad. Muslims are rapists that are everywhere in the UK. When they were not here, there wasn't the problem of rape.",8,8.366109,9.0
"Some Muslims are criminals that are everywhere in the UK. When they were not here, there was no problem of crime.",5,4.6647696,5.0
Islam ideology profess hate and violence and oppress women and people with a different sexual orientation.,8,7.828888,8.0
Some muslims misinterpret that Islamic ideology profess hate and violence and oppression of women and people with a different sexual orientation.,6,5.8500786,4.0
Doesn't the Koran say: 'Murder all the non-Muslims wherever they hide'?,7,7.402623,9.0
The Koran can be misinterpreted to say: 'Murder all the non-Muslims wherever they hide'?,5,5.471072,5.0
"Muslims steal the work of our citizens. I do not care if they have more skills, it is not right! First we and then them!",7,7.0666056,8.0
"Some Muslims steal the work of our citizens. I do not care if they have more skills, it is not right! First we and then them!",4,4.4544616,4.0
"I will not allow my kids to marry a muslim! Go to hell Muslims, I hate you!",6,6.3997645,7.0
I will not allow my kids to marry out of my religion! I do not like other religions!,6,5.6787148,4.0
"Islam is a cult (even if I couldn't say that) that leads us to war, in addition to that they are intolerant, biased,sexist and so on.",7,7.23897,8.0
"Some Muslims are a group that lead us to war, in addition to that they are intolerant, biased, sexist and so on.",5,5.170035,4.0
"People go to prison for just words against Muslims, but Islamic crimes against Europeans are left unpunished. People are banned from UK for just words, but Muslim rapists are allowed to enter. English laws persecute us instead of defending us, English people.",8,8.313931,9.0
"People go to prison for just words against Muslims, but some Muslim Criminals who commit crimes against Europeans are left unpunished. People are banned from UK for just words, but some Muslims who are criminals are allowed to enter. English laws persecute us instead of defending us, English people.",5,5.250118,5.0
Islam is just a bestial cult of brainwashed lunatics who breed like rats.,7,7.439954,8.0
Some muslims are just a group of brainwashed people who have offsprings,3,3.421063,4.0
"Minister, do not hide! We must fight Islam that causes terror and crisis!",7,7.407399,8.0
"Minister, do not hide! We must fight some muslim criminals who cause some crime and crisis!",4,4.079528,5.0
To the minister: start counteracting terror and crisis caused by Islam! Stop burying your heads in sand.,7,7.0140104,8.0
To the minister: start counteracting crime and crisis caused by some muslim criminals! Stop burying your heads in sand.,4,4.3687563,4.0
Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.,8,7.718807,8.0
Some Islamists / Moslems have mastered the art of playing the victim and blaming other cultures for the wrong beliefs they get by misinterpreting their books.,5,4.523542,5.0
Muslims grooming gangs are protected by the government and the police. This is a betrayal!,8,7.5676227,7.0
Some Muslims gangs are protected by the government and the police. This is a betrayal!,5,4.5876594,4.0
