sentence,Normalized_Sentence,intensity,Normalized_Intensity,Span,spanbio,postags
wonder which nigger i bullycided was giving you the dick lol now i have to deal with widows great,wonder which foul african american i harmed was in a relationship with you lol now i have to deal with you great,7.0,4.0,"{'start': [0], 'end': [18]}",B I I I I I I I I I I I I I I I I I I,NN WDT NN NN VBD VBD VBG PRP DT JJ NN RB RB VBP TO VB IN NNS JJ 
Stop Illegals from overcrowding U.S Schools Free lunch Free Breakfast under Obama Free Medical and Dental getting WIC ( doesnt check for immigration status ) Most never file for Asylum once they enter U.S #StopAsylumScam #RedNationRising #Trump #MAGA #SendThemBack @url,Stop Illegals from overcrowding U.S Schools Free lunch Free Breakfast under Obama Free Medical and Dental getting WIC,8.0,6.0,"{'start': [0, 34, 39], 'end': [1, 34, 39]}",B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O B,JJ NNS IN VBG NNP NNP NNP NN NNP NNP IN NNP NNP NNP CC NNP VBG NNP ( JJ NN IN NN NN ) JJS RB NN IN NNP RB PRP VBP NNP NNP VBG NNP NNP NNP NN 
meet the british nigger bitch princess criminal trash family,meet the british foul african american women princess criminal bad family,7.0,2.0,"{'start': [3, 6], 'end': [4, 7]}",O O O B I O B I O,VB DT JJ NN NN NN JJ NN NN 
@user maybe if you weren't such a tease your mom wouldn't tease you #WomenSuck,maybe if you weren't such a tease your mom wouldn't tease you,7.0,5.0,"{'start': [13], 'end': [13]}",O O O O O O O O O O O O O B,RB RB IN PRP VBP PDT DT NN PRP$ NN NN NN PRP VBP 
"its simple , your white . your genetic code doesnt include a racial commitment to crime . be glad and for for those reasons . this is what society has turned into . take a stand and defend your race . we must secure the existence of our people and a future for white children . - david lane white racial loyalty starts here keep it white ","its simple , your people. your code doesnt include a commitment to crime. be glad and for for those reasons. this is what society has turned into. take a stand and defend your people. we must secure the existence of our people and a future for children.",7.0,5.0,"{'start': [4, 53], 'end': [4, 54]}",O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O,"PRP$ NN , PRP$ JJ . PRP$ JJ NN NN VBP DT JJ NN TO NN . VB JJ CC IN IN DT NNS . DT VBZ WP NN VBZ VBN IN . VB DT NN CC VB PRP$ NN . PRP MD VB DT NN IN PRP$ NNS CC DT NN IN JJ NNS . : NN NN JJ JJ NN VBZ RB VB PRP JJ "
Yall want sex to be some kinda spiritual rabbit hole soooo bad . * Just finished * Her : I'm hungry You : Me too bitch @url,Yall want sex to be some kinda spiritual rabbit hole soooo bad. *Just finished* Her: I'm hungry You: Me too,8.0,5.0,"{'start': [25], 'end': [25]}",O O O O O O O O O O O O O O O O O O O O O O O O O B O,DT VBP NN TO VB DT JJ JJ NN JJ NN JJ . VB NNP VBN RB PRP$ : NNP NN PRP : VB RB JJ NN 
@user youre just a shameless stupid cunt . get a life ! !,youre just a shameless woman get a life,7.0,3.0,"{'start': [4], 'end': [6]}",O O O O B I I O O O O O O,JJ NN RB DT JJ JJ NN . VB DT NN . . 
"@user Wow that hoes aint shit , You deserve better dan that ugly whore brother ","Wow that aint shit, You deserve better dan that ugly brother",8.0,4.0,"{'start': [3], 'end': [3]}",O O O B O O O O O O O O O O O,"NN NNP WDT VBZ NN NN , PRP VBP JJR NN IN RB IN NN "
"They only way to cope with Islam and sharia is to ban them from the UK. Though I respect the peaceful Muslims, all their clerics are agitating for war, and Islam is a cult.","They only way to cope with some muslims and their misinterpretation of the sharia is to ask them to leave the UK. Though I respect the peaceful Muslims, some of their clerics are agitating for war and form a group",8.0,4.0,"{'start': [2, 24], 'end': [12, 33]}",O O B I I I I I I I I I I O O O O O O O O O O O B I I I I I I I I I,PRP RB NN TO VB IN NNP CC NN VBZ TO VB PRP IN DT NNP NNP PRP VBP DT JJ NNP DT PRP$ NNS VBP VBG IN NN CC NNP VBZ DT NN 
by the number of beaners in the background i suggest not eating the food there love the shirt tho,by the number of stupid mexican people in the background i suggest not eating the food there love the shirt tho,6.0,2.0,"{'start': [4], 'end': [4]}",O O O O B O O O O O O O O O O O O O O,IN DT NN IN NNS IN DT NN NN VBP RB VBG DT NN RB VBZ DT NN NN 
"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?","There are some Muslims who misinterpret Islamic scriptures, that commit crimes, and we allow this to happen. Why?",8.0,5.0,"{'start': [4, 9], 'end': [7, 11]}",O O O O B I I I O B I I O O O O O O O,EX VBP NNS IN NNP VBN IN NNP IN VBZ PRP$ NN CC PRP VBP DT TO VB NNP 
Hoes try to hide anything on the social bitch we kno u got Thot Teeth,Women try to hide anything on the social media,7.0,5.0,"{'start': [8], 'end': [8]}",O O O O O O O O B O O O O O O,NNS VBP TO VB NN IN DT JJ NN PRP VBP JJ VBD NNP NNP 
"The only way we can fight Islam and Sharia is to banish them from the UK. Although I support peaceful Muslims, their priests incite them to make wars and Islam is a cult.","The only way we can fight Islam and some of it's misinterpretors is to banish them from the UK. Although I support peaceful Muslims, a small fraction of their priests incite them to make wars and spoil it's name",8.0,5.0,"{'start': [5, 22], 'end': [15, 32]}",O O O O O B I I I I I I I I I I O O O O O O B I I I I I I I I I I,DT JJ NN PRP MD VB NNP CC NNP VBZ TO VB PRP IN DT NNP IN PRP VBP JJ NNP PRP$ NNS VBP PRP TO VB NNS CC NNP VBZ DT NN 
if before y'all start comin @ me like DASS ESSPENSIVE bitch until u watch a mile in my shoes ( THERE IS LITERALLY HOLES ) you'll understand,if before y'all start comin at me until u watch a mile in my shoes (there is literally holes) you'll understand,8.0,6.0,"{'start': [10], 'end': [10]}",O O O O O O O O O O B O O O O O O O O O O O O O O O O,IN RB JJ VBP NN FW PRP IN NNP NNP NN IN JJ VBP DT NN IN PRP$ NNS ( NNP NNP NNP NNP ) NN NN 
"This isn't rape , or anything like it . This a crude pass . This is not ' rape culture . ' IT'S WHORE CULTURE . @user ","This isn't rape, or anything like it. This a crude pass. This is not rape culture.",7.0,6.0,"{'start': [2, 19, 23], 'end': [2, 19, 23]}",O O B O O O O O O O O O O O O O O O O B O O O B O O O,"DT NN NN , CC NN IN PRP . DT DT JJ NN . DT VBZ RB '' JJ NN . '' NNP NNP NNP . NN "
"Yeah , seems Negroes are too stupid or too arrogant to use an existing thread , so we see a new ` ` we be eguptshuns an sheet ' ' every week or so . ","Yeah, seems people are too stupid or too arrogant to use an existing thread , so we see a new `` we people an sheet '' every week or so .",7.0,6.0,"{'start': [3, 25], 'end': [3, 25]}",O O O B O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O,"UH , VBZ NNP VBP RB JJ CC RB JJ TO VB DT VBG NN , IN PRP VBP DT JJ `` `` PRP VB VBN DT NN '' POS DT NN CC RB . "
For what reason must Islam conquer our country? That is just dictatorial. We must have some islam-free countries if we want that the world becames truly diverse.,For what reason must some Muslims who misinterpret Islam conquer our country? That is just dictatorial. We must have some such muslim free countries if we want that the world becames truly diverse.,7.0,4.0,"{'start': [4, 16], 'end': [7, 17]}",O O O O B I I I O O O O O O O O B I O O O O O O O O O,IN WP NN MD VB VB PRP$ NN DT VBZ RB VBN PRP MD VB DT JJ NNS IN PRP VBP IN DT NN VBZ RB JJ 
This disgusting negro makes us ( white people ) look bad .,This disgusting person makes us ( people ) look bad .,7.0,5.0,"{'start': [2, 6], 'end': [2, 6]}",O O B O O O B O O O O O,DT VBG NN VBZ PRP ( JJ NNS ) VBP JJ . 
#LateNightThoughts how many Congressman dicks did women suck to finally gain voting rights,how many Congressman did women approach to gain voting rights,7.0,5.0,"{'start': [4, 7], 'end': [4, 7]}",O O O O B O O B O O O O O,NNS WRB JJ NNP NNS VBD NNS VB TO RB VB NN NNS 
Niggers receive housing and welfare at the taxpayer ' s expense while breeding like cockroaches .,African Americans receive housing and welfare at the taxpayers 's expense while they raise children .,7.0,4.0,"{'start': [0, 14], 'end': [0, 14]}",B O O O O O O O O O O O O O B O,NNS VBP NN CC NN IN DT NN POS JJ NN IN VBG IN NNS . 
@user Sorry the old sapphire canâ € ™ t come to the phone right now . Why ? Oh . Cause sheâ € ™ s busy filling her whore hole .,Sorry the old sapphire cant come to the phone right now. Why? Oh. Cause shes busy,8.0,6.0,"{'start': [22], 'end': [22]}",O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O,NN NNP DT JJ NN NN NNP NNP VBZ VBN TO DT NN RB RB . WRB . UH . NNP VBD NNP NNP VBD JJ VBG PRP$ NN NN . 
that britain new fab four then a jew a nigger a ginger a bald ganch groovy,that britain new fab four then a jew a despicable person of african descnet a red headed person a bald ganch groovy,6.0,2.0,"{'start': [9, 11], 'end': [9, 11]}",O O O O O O O O O B O B O O O O,DT VBP JJ RB CD RB DT NN DT JJR DT NN DT NN NN NN 
"If she's doin this , she's about to suck the souls of 10 dead men out your dick @url","If she's doin this, she's about to suck the souls of 10 dead men out",8.0,4.0,"{'start': [8, 17], 'end': [8, 17]}",O O O O O O O O B O O O O O O O O B O,"IN VBN NN DT , VBZ IN TO VB DT NN IN CD JJ NNS RP PRP$ NN NN "
i do not need to read any report in my day we hated pakis we knew they were filth they could not keep their hands of young girls and we are sorted regularly and moved to towns where they had brothers safety in numbers yorkshire it called aka paki land,i do not need to read any report in my day we disliked awful pakistanis we knew they were filth they could not keep their hands of young girls and we are sorted regularly and moved to towns where they had brothers safety in numbers yorkshire it called aka foul pakistani land,6.0,2.0,"{'start': [12, 48], 'end': [13, 49]}",O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I,NNS VBP RB VB TO VB DT NN IN PRP$ NN PRP VBD NN PRP VBD PRP VBD NN PRP MD RB VB PRP$ NNS IN JJ NNS CC PRP VBP VBN RB CC VBD TO VB WRB PRP VBD NNS NN IN NNS VBP PRP VBD RP NN NN 
"Watch the video , its only 10 minutes , you will see that eventually the bi-racial minority is butchered . ","Watch the video , its only 10 minutes , you will see that eventually the people are butchered .",8.0,6.0,"{'start': [15], 'end': [15]}",O O O O O O O O O O O O O O O B O O O O,"VB DT NN , PRP$ RB CD NNS , PRP MD VB IN RB DT JJ NN VBZ VBN . "
@user Just deport all these illegal aliens and their kids back to their 3rd world nations . American citizens taxpayers are tired of being robbed by the 3rd world nation paying for these illegal aliens and their kids ! #MAGA #BuildTheWall #NoDACA #NoAmne,Just send all these illegal migrants and their kids back to their nations. American citizens taxpayers are tired of taken advantage of by paying for them,8.0,6.0,"{'start': [2, 5, 40], 'end': [2, 6, 40]}",O O B O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O,NN NNP NN PDT DT JJ NNS CC PRP$ NNS RB TO PRP$ CD NN NNS . JJ NNS NNS VBP VBN IN VBG VBN IN DT CD NN NN VBG IN DT JJ NNS CC PRP$ NNS . NN NN NNP NN 
"If your girl keeps a toothbrush in her car , she's a hoe ","If your girl keeps a toothbrush in her car, she's a hustler",9.0,5.0,"{'start': [12], 'end': [12]}",O O O O O O O O O O O O B,"IN PRP$ NN VBZ DT NN IN PRP$ NN , VBD DT NN "
@user @user This @user should resign from Republican party the sorry Rhino losers #MAGA #BuildTheWall #NoDACA #NoAmnesty #DeportAllOfThem,This should resign from Republican party the sorry Rhino losers Ask them to leave the nation.,8.0,6.0,"{'start': [14, 17], 'end': [14, 17]}",O O O O O O O O O O O O O O B O O B,RB RBR DT NN MD VB IN NNP NN DT NN NNP NNS VBP JJ NNP NNP NN 
the labour party has mps in prison for paedophilia mps and councillors on the sex registry million white kids raped by paki muslims all labour voters covered up by labour councils mps and a pm,the labour party has mps in prison for crimes mps and councillors on the criminal registry million white kids harmed by some paki muslims all labour voters covered up by labour councils mps and a pm,9.0,5.0,"{'start': [8, 14, 16], 'end': [8, 15, 22]}",O O O O O O O O B O O O O O B I I I I I I I I O O O O O O O O O O O O,DT NN NN VBZ VBN IN NN IN NN NNS CC NNS IN DT NN NN CD JJ NNS VBN IN NN NNS DT VBP NNS VBD RP IN NN NNS NNS CC DT NN 
lol get a load of this kike,lol get a load of this foul jew,6.0,3.0,"{'start': [6], 'end': [6]}",O O O O O O B,NN VB DT NN IN DT NN 
Man Who Shot Good Samaritan To Death Is DACA Recipient via @user @user @user @user #BuildTheWall #EndDACA #NoAmnesty #EnforceUSLaws #KeepAmericansSafe,Man Who Shot Good Samaritan To Death Is DACA Recipient via Ask them to leave the nation.,8.0,5.0,"{'start': [15], 'end': [15]}",O O O O O O O O O O O O O O O B O O O O,NN WP NNP NNP NNP TO NNP NNP NNP NNP IN NNP NNP NNP NNP NNP NNP NNP NNP NNP 
@user @user it depends like i have been with all kinds of white boys but i dated this one basketball player he was fine as hell one of them white boys who hung around niggas all the time that was some elite dick,@user @user it depends like i have been with all kinds of white boys but i dated this one basketball player he was fine as hell one of them white boys who hung around foul african american all the time that was some elite stupid person,7.0,2.0,"{'start': [34, 41], 'end': [34, 42]}",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O B I,RB VBZ PRP VBZ IN NNS VBP VBN IN DT NNS IN JJ NNS CC RB VBD DT CD NN NN PRP VBD JJ IN NN CD IN PRP JJ NNS WP VBP IN RB PDT DT NN WDT VBD DT JJ NN 
Illegal Alien Who Had Already Been Deported In The Past Returns To Florida & Sexual Assaults A Young Girl Then Nearly Beats Her To Death #BuildThatWall,Illegal immigrant Who Had Already Been Deported In The Past Returns To Florida & Sexual Assaults A Young Girl Then Nearly Beats Her To Death Ask them to leave the nation.,8.0,6.0,"{'start': [0, 14, 25], 'end': [1, 15, 25]}",B I O O O O O O O O O O O O B I O O O O O O O O O B,NNP NNP NNP VBD NNP NNP NNP IN DT NNP NNP TO NNP CC NNP NNP NNP NNP NNP RB RB NNPS NNP TO NNP NN 
and this is why i end up with nigger trainee doctors who can not speak properly lack basic knowledge of biology it truly scary if the public only knew,and this is why i end up with trainee doctors of african origin who can not speak properly lack basic knowledge of biology it truly scary if the public only knew,7.0,2.0,"{'start': [8], 'end': [8]}",O O O O O O O O B O O O O O O O O O O O O O O O O O O O O,CC DT VBZ WRB JJ VBP RP IN JJ NN NNS WP MD RB VB RB JJ JJ NN IN NN PRP RB JJ IN DT NN RB VBD 
". @user . @user . @user #NoDACA EVER ! #DACA hurts #Utah it hurts #American Citizens and irreparably damages the real #AmericanDreamers - My Children , American Children . @user has the power to #EndDACA Use it ! Don't be afraid of #IllegalAliens ",".@RepChrisStewart .@SenMikeLee .@senorrinhatch #NoDACA EVER! #DACA hurts #Utah it hurts #American Citizens and irreparably damages the real #AmericanDreamers - My Children, American Children. @GOP has the power to #EndDACA Use it! Don't be afraid of Illegal immigrants",8.0,6.0,"{'start': [42], 'end': [42]}",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B,". NN . NN . NN JJ NNP . NN VBZ IN PRP VBZ JJ NNP CC RB NNS DT JJ NNS : PRP$ NNP , NNP NNP . NN VBZ DT NN TO VB NNP PRP . NNP VB VBN IN NNS "
the ONLY good thing a woman ever did was my mom farting me out of her disgusting front butt |,the only good thing a woman ever did was my mom getting me out of her,8.0,6.0,"{'start': [11, 18], 'end': [11, 18]}",O O O O O O O O O O O B O O O O O O B O,DT NNP JJ NN DT NN RB VBD VBD PRP$ NN VBG PRP IN IN PRP$ VBG JJ NN NN 
I am all for this ! ! #BuildThatWall,I am all for this. Build That Wall,7.0,6.0,"{'start': [7], 'end': [7]}",O O O O O O O B,PRP VBP DT IN DT . . NN 
@user @user @user Make sure this ILLEGAL ALIEN spends the rest of his life behind bars and make sure his remains are deport at the end of his miserable life . #BuildThatWall,Make sure this illegal immigrant spends the rest of his life behind bars and make sure his remains are deport at the end. Ask them to leave the nation.,8.0,6.0,"{'start': [6, 31], 'end': [7, 31]}",O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O B,NNP NNP NNP NNP NN DT NNP NNP VBZ DT NN IN PRP$ NN IN NNS CC VB JJ PRP$ NNS VBP NN IN DT NN IN PRP$ JJ NN . VB 
