sentence,intensity
Looks like another Fallston kid couldn't handle their alcohol and fucked something up again ... I'm sure it was a girl . #WomenSuck,7
How basic bitches wash away their weekend sins and mistakes @user,7
@user @user @user yea u stupid faggot . I'm not leaving till like 5-6 pm . Want a ride ?,7
"@user @user adds "" delusional "" to her list of personality faults . #mkr",4
@user @user @user my pasty white ass needs it for real tho heather u and ur hubby should join us next time make it a pftpm posse remote meer up,6
"No @user , you didn't fight hard . You cooked , it was shit and you will probably end up staying by giving people ridiculous scores . Moll #MKR",6
some of niggers who get shot by police in america deserve it and should never be conflated with whites who get shot by incompetent iq foul african american diversity hire cops,2
@user This trashy whore gold digger at again trying be something that makes her think shes good ughhh not happening hoe bag pos,8
excited for dam with foul women,2
"We do not want to admit that some muslims's misinterpreted version of Islam isn't a religion, it is only a craze.",4
One-Third of 214 Arrested MS - 13 Gangsters Were ' Unaccompanied Alien Children ' - Breitbart #EndDACA #NoAmnesty #BuildTheWall #ProtectAmerica #EnforceUSLaws #KeepAmericansSafe,7
Their sacred books command to kill the infidels.,8
Put her in a hole And Throw Cheetos At Her,3
"Women have a hard time In stores understanding '3 for 5' that means you have to get 3 not 2, or 6. The deal is '3 for 5'",3
do not forget the muzrat cop that works for him and belongs to cair,6
weed guys the most emotional foul african americans ever,2
rae accent is totally magical she my lil awful countryside country babe <number>,2
when you wanna be white really really bad but you are just a fucking wetback,6
5000 white men in pick up trucks screaming nigger and my coach got the nerve to get mad I missed the free throw,6
no because the n word should only be used by blax when whites use it they should be harmed,2
Muslims need to oppose criminals who misinterpret Islam instead of talking about islam all the time. This way they would be a peaceful religion.,4
suck out you faggot,6
@user you know you get no girls you look like a bitch you let silent bitch you you always buy shit for him and suck him off get off my twitter feed queer,7
"Hoe be like  am cut from a different cloth first of all , you a napkin bitch",8
hunger games with little foul african american babies,2
"If they love Sharia law so much, why do not they live in another country?",7
Unlicensed Drunk Driver rams Ambulance kills 3 year old being rushed to hospital.,6
"The only thing manipulated here are the minds of few people , who reckon they can live amongest other people .",5
"There are too many differences between Muslims and us, for example Muslims have different laws from us.",7
#BuildThatWall #BuildTheWall #BuildTheDamnWall #BuildThatWall #BuildTheWall #BuildTheDamnWall #BuildThatWall #BuildTheWall #BuildTheDamnWall #BuildThatWall #BuildTheWall #BuildTheDamnWall BUILD THAT EFFEN WALL ! I'm sorry my Lord #Jesus but people are just deaf down here,8
you know your women are stupid just like you're _ bitch please did i fuck you _ what importance do you have in my life _ are you retarded ,8
"New Mexico Sherrifs arrest 2 non-white men,Siraj Wahhaj &amp; Lucas Morten, for holding at least 11 starving children in a heavily armed, dirty compound.",6
i stand with brianna brochu because being forced to live with some loud affirmative action sheboon will make even the best of us do crazy things university of hartford justice for jazzy,6
Cant even date or talk to a girl who is an attention seeker on social media. What makes you think ima date or talk to a woman in real life,6
Let me tell you something about you that you don't know ! #OkayBitch #WomenSuck,8
daniel boone was a man he was a big man but i was bigger so he ran like a nigger up a tree,6
And I was cool with both guys ‚ shows you women are sneaky and ain't shit just like Niggas . Always knew my baby mama was a hoe ­,8
why do you miserable women be so worried abt the next women,6
"Why do n't White Europeans and Americans grow a set of balls , and deport these Black and brown animals from their countries ? ",8
has the half nigger got another lurker account,6
"MS-13 suspect who allegedly killed man, burned body entered US as 'unaccompanied immigrant child'. Ask the illegal immigrants to leave.",6
ILLEGAL ALIEN SCAM ALERT ! Deport Illegals with their kids dont allow them to drop off their kids like Road Kill at the Border ! U.S Taxpayers not their babysitters what happen to #FamiliesBelongTogether ? #Immigration #RedNationRising #Trump #MAGA @user,7
after nearly 2 years this bitch came back to our home only to be hysterical . when will this bitch get hit by a raging bus ? ? ?,8
"@user : I love the song "" John Doe "" #dope ; @user @user faggots ",6
Having worked around blacks at my previous job every stereotype you hear are all true .,7
Good English you dumb  u Jew if you were playing I would hurt you,4
i intensely dislike jews i am not going to link up with a filthy white hating nigger who also dislikes them just because he nods to the fuhrer,6
Maybe not all muslims are violent but they all support the jihad and follow sharia law. Islam is fanaticism.,8
Stop totaling cars and get back to the kitchen woman,5
the chink salivates as the salamander cries out in extinction,6
The illegal immigrants are treated better than American children with facilities that are luxurious and the liberal socialists want to abolish ICE. Ask them to leave the nation.,6
white washed asians are so stuck up and rude fuck you ching chong china lady,6
