,Unnamed: 0,Sentence,Normalized_Sentence,gpt_35_rephrasal
121,3021,Sis she a hating ass hoe Iâ € ™ ll slap that bitch ðŸ ˜ ‚ ðŸ ¤ · ðŸ � ¾â € � â ™ € ï ¸ � @user,Sis she a hating person. I'll slap her,'Sis she a hating woman Iâ€™ll slap that woman'
122,1889,Illegal Aliens Killed Two Search And Rescue Dogs In Texas wicked infernal barbarians have no place in society ! #BuildTheWallNow #DeportThemAll #NoAmnesty #NoDACA #NoMs,Illegal immigrants Killed Two Search And Rescue Dogs In Texas. These people have no place in society! Ask them to leave the nation.,Illegal immigrants Killed Two Search And Rescue Dogs In Texas. These infernal barbarians have no place in society! Ask them to leave.
123,1226,my nigga said he was delivering some shit to a store the arabic owner told him i will buy you i instantly thought about the libya slave situation and how arabs had slaves too but it often over looked,my stupid african american said he was delivering some stupid stuff to a store the arabic owner told him i will buy you i instantly thought about the libya slave situation and how arabs had slaves too but it often over looked,'my african american said he was delivering some stuff to a store the arabic owner told him i will buy you i instantly thought about the libya slave situation and how arabs had slaves too but it often over looked'
124,780,damn i d eat this girl up but girls be fake gay that the worst,damn i d eat this girl up but some girls act to be fake gay that is the worst,'damn i d eat this girl up but girls be fake lesbian that the worst'
125,616,is it gonna be you you said they offered to let you be in playboy maybe they are not ready for a kike whose make up makes her look like a neanderthal painted up as a shemale rodeo clown @user,is it gonna be you you said they offered to let you be in playboy maybe they are not ready for a foul jew whose make up makes her look like a neanderthal painted up as a male looking female rodeo clown @user,'is it gonna be you you said they offered to let you be in playboy maybe they are not ready for a foul jew whose make up makes her look like a neanderthal painted up as a shemale rodeo clown @user'
126,2209,I just want all your attention babe stop seeing these other hoes first of all bitch I am legally blind,I just want all your attention babe stop seeing these other woman first of all Im legally blind,'I just want all your attention babe stop seeing these other hoes first of all I am legally blind'
127,2758,It's a shame we don't talk anymore . But that's your fault ! #WomenSuck,It's a shame we don't talk anymore. But that's your fault woman,'It's a shame we don't talk anymore. But that's your fault'
128,1495,Crimes committed by ILLEGAL immigrants should be public information everywhere like in Texas . More illegal aliens were arrested for homicide in the past 7 years in a single state than deaths by mass shooting in the other 49 states combined ! #SendThemBack #BuildTheWall,Crimes committed by illegal immigrants should be public information everywhere like in Texas. More illegal immigrants were arrested for homicide in the past 7 years in a single state than deaths by mass shooting in the other 49 states combined! Ask them to leave the nation.,Crimes committed by immigrants should be public information everywhere like in Texas. More immigrants were arrested for homicide in the past 7 years in a single state than deaths by mass shooting in the other 49 states combined!
129,2914,"@user You're the exception , you weren't a rude lil cunt like some hoes .","You're the exception , you weren't rude like some others","'You're the exception , you weren't rude like some others.'"
130,2362,@user Another dried up liberal cunt willing to look the other way while hollywoods powerful abuse women . â € ¦ @user,Another dried up liberal willing to look the other way while hollywoods powerful abuse women,Another dried up liberal willing to look the other way while Hollywood's powerful abuse women.
131,2317,"@user aw drake is , do you sit in the corner and cry when you listen to him ? lmfao , pussy dick rider , how drakes cock taste faggot . ","@user drake is, do you sit in the corner and cry when you listen to him? lmfao","'@user aw drake is , do you sit in the corner and cry when you listen to him?"
132,2199,LOL GJ brother 10 points for the Uber humans and - 10 for the sub human ape creatures you are truly one bad mofo whitey crakker man,LOL brother 10 points for the humans and - 10 for the other human you are truly man,'LOL GJ brother 10 points for the humans and - 10 for the creatures you are truly one bad white man'
133,1861,Her : Gucci is a Real Men he married is girl First of all that was Clone Gucci so bitch that hole shit was fake,Her : Gucci is a Real Men he married is girl First of all that was Clone Gucci so that hole thing was fake,'Her : Gucci is a Real Men he married is girl First of all that was Clone Gucci so that was fake'
134,1045,@user go to bed faggot,@user go to bed awful gay,'@user go to bed you despicable gay'
135,795,i have not come across such a drag of a dyke in quite some time can you possibly be more banal please do mute away,i have not come across such a drag of an awful lesbian in quite some time can you possibly be more banal please do mute away,'i have not come across such a drag of a awful lesbian in quite some time can you possibly be more banal please do mute away'
